"age","ageGroup","area","laborForce","employment","industry","barrier","empType","homeBased","informal","sequence","weight"
29,"25-64","Rural","Labor force","employed","Others",NA,"Unpaid","not home based","formal","Rural-Labor force-employed-Others-Unpaid-not home based-formal",1.359674
25,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",1.359674
50,"25-64","Rural","Labor force","employed","Others",NA,"Unpaid","home based","formal","Rural-Labor force-employed-Others-Unpaid-home based-formal",1.359674
60,"25-64","Rural","Labor force","employed","Manufacturing",NA,"Paid","home based","informal","Rural-Labor force-employed-Manufacturing-Paid-home based-informal",1.359674
45,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",1.359674
15,"15-24","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.359674
39,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",1.359674
45,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.962138
27,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.962138
50,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.962138
33,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.962138
33,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",0.962138
47,"25-64","Rural","Labor force","employed","Others",NA,"Paid","not home based","formal","Rural-Labor force-employed-Others-Paid-not home based-formal",0.962138
16,"15-24","Rural","Labor force","employed","Agriculture",NA,"Unpaid","not home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-not home based",0.962138
37,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.962138
21,"15-24","Rural","Labor force","employed","Construction",NA,"Self employed","home based","formal","Rural-Labor force-employed-Construction-Self employed-home based-formal",0.962138
40,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.962138
48,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.962138
59,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.962138
23,"15-24","Rural","Labor force","employed","Others",NA,"Unpaid","home based","formal","Rural-Labor force-employed-Others-Unpaid-home based-formal",0.962138
35,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",0.962138
38,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.962138
25,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",0.962138
15,"15-24","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.962138
39,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","not home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-not home based",0.962138
20,"15-24","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",0.962138
30,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.418018
40,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.418018
36,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.418018
19,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.418018
56,"25-64","Urban","Labor force","unemployed",NA,NA,NA,NA,NA,"Urban-Labor force-unemployed",0.418018
17,"15-24","Urban","Not in labor force",NA,NA,"Family",NA,NA,NA,"Urban-Not in labor force-Family",0.418018
56,"25-64","Urban","Labor force","employed","Agriculture",NA,"Self employed","not home based",NA,"Urban-Labor force-employed-Agriculture-Self employed-not home based",0.418018
17,"15-24","Urban","Not in labor force",NA,NA,"Family",NA,NA,NA,"Urban-Not in labor force-Family",0.418018
32,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.418018
36,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.418018
27,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.418018
33,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.418018
18,"15-24","Urban","Labor force","employed","Others",NA,"Self employed","home based","formal","Urban-Labor force-employed-Others-Self employed-home based-formal",0.418018
41,"25-64","Urban","Labor force","employed","Others",NA,"Unpaid","home based","formal","Urban-Labor force-employed-Others-Unpaid-home based-formal",0.418018
15,"15-24","Urban","Not in labor force",NA,NA,"Family",NA,NA,NA,"Urban-Not in labor force-Family",0.418018
49,"25-64","Urban","Labor force","employed","Manufacturing",NA,"Self employed","home based","formal","Urban-Labor force-employed-Manufacturing-Self employed-home based-formal",0.418018
31,"25-64","Urban","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Urban-Not in labor force-Domestic Work/Caring responsibilities",0.418018
45,"25-64","Urban","Labor force","unemployed",NA,NA,NA,NA,NA,"Urban-Labor force-unemployed",0.418018
58,"25-64","Urban","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Urban-Not in labor force-Domestic Work/Caring responsibilities",0.418018
16,"15-24","Urban","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Urban-Not in labor force-Lack of qualifications/ experience",0.418018
31,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.642528
48,"25-64","Urban","Labor force","employed","Wholesale and Retail",NA,"Self employed","home based","formal","Urban-Labor force-employed-Wholesale and Retail-Self employed-home based-formal",0.642528
26,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.642528
20,"15-24","Urban","Not in labor force",NA,NA,"Family",NA,NA,NA,"Urban-Not in labor force-Family",0.642528
27,"25-64","Urban","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Urban-Not in labor force-Domestic Work/Caring responsibilities",0.642528
29,"25-64","Urban","Not in labor force",NA,NA,"Family",NA,NA,NA,"Urban-Not in labor force-Family",0.642528
29,"25-64","Urban","Labor force","employed","Community, Social and Personal Services",NA,"Paid","not home based","formal","Urban-Labor force-employed-Community, Social and Personal Services-Paid-not home based-formal",0.642528
22,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.642528
50,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.642528
47,"25-64","Urban","Labor force","employed","Manufacturing",NA,"Self employed","home based","formal","Urban-Labor force-employed-Manufacturing-Self employed-home based-formal",0.642528
38,"25-64","Urban","Labor force","employed","Others",NA,"Unpaid","home based","formal","Urban-Labor force-employed-Others-Unpaid-home based-formal",0.642528
26,"25-64","Urban","Not in labor force",NA,NA,"Lack of appropriate job opportunities",NA,NA,NA,"Urban-Not in labor force-Lack of appropriate job opportunities",0.642528
39,"25-64","Urban","Labor force","employed","Manufacturing",NA,"Unpaid","home based","formal","Urban-Labor force-employed-Manufacturing-Unpaid-home based-formal",0.642528
46,"25-64","Urban","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Urban-Not in labor force-Domestic Work/Caring responsibilities",0.642528
27,"25-64","Urban","Not in labor force",NA,NA,"Transport",NA,NA,NA,"Urban-Not in labor force-Transport",0.642528
30,"25-64","Urban","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Urban-Not in labor force-Domestic Work/Caring responsibilities",0.642528
56,"25-64","Urban","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Urban-Not in labor force-Domestic Work/Caring responsibilities",0.642528
30,"25-64","Urban","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Urban-Not in labor force-Domestic Work/Caring responsibilities",0.642528
33,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",0.16617
17,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.16617
23,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.16617
38,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.16617
36,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",0.16617
34,"25-64","Rural","Not in labor force",NA,NA,"Inadequate Promotion Opportunities",NA,NA,NA,"Rural-Not in labor force-Inadequate Promotion Opportunities",0.16617
22,"15-24","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.16617
58,"25-64","Rural","Not in labor force",NA,NA,"Male Colleagues",NA,NA,NA,"Rural-Not in labor force-Male Colleagues",0.16617
18,"15-24","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.16617
34,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.16617
17,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.16617
25,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.16617
30,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.16617
34,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.16617
25,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.16617
31,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.16617
22,"15-24","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.16617
44,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.127161
37,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.127161
29,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.127161
15,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.127161
18,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.127161
23,"15-24","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.127161
50,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.127161
38,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.127161
45,"25-64","Rural","Not in labor force",NA,NA,"Transport",NA,NA,NA,"Rural-Not in labor force-Transport",0.127161
43,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.127161
40,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.127161
17,"15-24","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.127161
42,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.127161
56,"25-64","Rural","Not in labor force",NA,NA,"Male Colleagues",NA,NA,NA,"Rural-Not in labor force-Male Colleagues",0.127161
27,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.127161
29,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.127161
33,"25-64","Rural","Not in labor force",NA,NA,"Inadequate Promotion Opportunities",NA,NA,NA,"Rural-Not in labor force-Inadequate Promotion Opportunities",0.127161
34,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.127161
26,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",0.127161
45,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.42738
32,"25-64","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.42738
36,"25-64","Rural","Labor force","employed","Agriculture",NA,"Self employed","home based",NA,"Rural-Labor force-employed-Agriculture-Self employed-home based",0.42738
16,"15-24","Rural","Not in labor force",NA,NA,"Family",NA,NA,NA,"Rural-Not in labor force-Family",0.42738
27,"25-64","Rural","Labor force","employed","Community, Social and Personal Services",NA,"Paid","not home based","formal","Rural-Labor force-employed-Community, Social and Personal Services-Paid-not home based-formal",0.42738
45,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.42738
36,"25-64","Rural","Not in labor force",NA,NA,"Lack of accommodation",NA,NA,NA,"Rural-Not in labor force-Lack of accommodation",0.42738
30,"25-64","Rural","Labor force","unemployed",NA,NA,NA,NA,NA,"Rural-Labor force-unemployed",0.42738
